Country,Subject Descriptor,Units,1990,1995,2000,2005,2010,2015
Singapore,Population,Persons,3.047,3.525,4.028,4.266,5.077,5.535
Singapore,General government revenue,National currency,12.343,23.886,34.973,32.559,53.413,73.769
Singapore,General government revenue,Percent of GDP,17.025,18.604,20.715,14.934,15.919,17.3
Singapore,General government total expenditure,National currency,10.917,17.719,27.219,26.987,34.336,61.566
Singapore,General government total expenditure,Percent of GDP,15.059,13.8,16.123,12.379,10.233,14.438
Singapore,General government net lending/borrowing,National currency,1.425,6.167,7.754,5.571,19.077,12.203
Singapore,General government net lending/borrowing,Percent of GDP,1.966,4.804,4.593,2.556,5.685,2.862
Singapore,General government structural balance,National currency,,,3.207,0.698,4.069,-2.808
Singapore,General government structural balance,Percent of potential GDP,,,2.012,0.328,1.259,-0.658
Singapore,General government primary net lending/borrowing,National currency,,,,,,
Singapore,General government primary net lending/borrowing,Percent of GDP,,,,,,
Singapore,General government net debt,National currency,,,,,,
Singapore,General government net debt,Percent of GDP,,,,,,
Singapore,General government gross debt,National currency,53.292,89.648,138.87,202.016,331.163,435.976
Singapore,General government gross debt,Percent of GDP,73.508,69.823,82.256,92.663,98.698,102.244
Singapore,"Gross domestic product corresponding to fiscal year, current prices",National currency,72.499,128.393,168.827,218.012,335.532,426.407
Singapore,Current account balance,U.S. dollars,3.142,14.486,10.637,29.729,54.996,57.574
Singapore,Current account balance,Percent of GDP,8.08,16.497,11.072,23.26,22.933,18.693
Slovak Republic,"Gross domestic product, constant prices",National currency,,36.842,43.281,55.309,70.282,79.768
Slovak Republic,"Gross domestic product, constant prices",Percent change,,7.872,1.167,6.623,5.871,4.815
Slovak Republic,"Gross domestic product, current prices",National currency,,19.768,31.661,50.486,68.189,79.768
Slovak Republic,"Gross domestic product, current prices",U.S. dollars,,20.034,20.73,49.116,90.473,88.512
Slovak Republic,"Gross domestic product, current prices",Purchasing power parity; international dollars,,52.509,67.013,96.041,134.12,162.322
Slovak Republic,"Gross domestic product, deflator",Index,,53.656,73.152,91.279,97.022,100
Slovak Republic,"Gross domestic product per capita, constant prices",National currency,,"6,826.18","8,016.98","10,294.56","13,038.29","14,713.59"
Slovak Republic,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,,"13,671.81","16,056.79","20,618.43","26,113.71","29,469.09"
Slovak Republic,"Gross domestic product per capita, current prices",National currency,,"3,662.68","5,864.61","9,396.72","12,649.98","14,713.61"
Slovak Republic,"Gross domestic product per capita, current prices",U.S. dollars,,"3,711.96","3,839.79","9,141.84","16,783.99","16,326.59"
Slovak Republic,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,,"9,729.04","12,412.95","17,875.86","24,881.23","29,941.22"
Slovak Republic,Output gap in percent of potential GDP,Percent of potential GDP,,3.292,-2.218,-0.325,-1.859,1.19
Slovak Republic,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.136,0.133,0.141,0.149,0.146
Slovak Republic,Implied PPP conversion rate,National currency per current international dollar,,0.376,0.472,0.526,0.508,0.491
Slovak Republic,Total investment,Percent of GDP,,23.786,27.005,29.709,23.838,24.337
Slovak Republic,Gross national savings,Percent of GDP,,26.141,23.922,22.422,19.169,22.245
Slovak Republic,"Inflation, average consumer prices",Index,,41.497,61.524,81.68,91.691,100
Slovak Republic,"Inflation, average consumer prices",Percent change,,9.901,12.161,2.779,0.698,-0.331
Slovak Republic,"Inflation, end of period consumer prices",Index,,43.95,63.34,83.35,92.55,99.78
Slovak Republic,"Inflation, end of period consumer prices",Percent change,,7.402,8.44,3.656,1.303,-0.459
Slovak Republic,Six-month London interbank offered rate (LIBOR),Percent,,,,,,
Slovak Republic,Volume of imports of goods and services,Percent change,,12.226,7.833,15.329,16.314,7.924
Slovak Republic,Volume of Imports of goods,Percent change,,16.486,10.456,15.488,19.173,8.486
Slovak Republic,Volume of exports of goods and services,Percent change,,6.171,9.233,12.876,17.148,6.288
Slovak Republic,Volume of exports of goods,Percent change,,11.628,13.741,13.834,18.48,6.183
Slovak Republic,Unemployment rate,Percent of total labor force,,13.7,18.9,16.358,14.483,11.483
Slovak Republic,Employment,Persons,,2.137,2.025,2.089,2.17,2.267
Slovak Republic,Population,Persons,,5.397,5.399,5.373,5.39,5.421
Slovak Republic,General government revenue,National currency,,8.875,12.709,18.605,23.839,34.373
Slovak Republic,General government revenue,Percent of GDP,,44.894,40.141,36.852,34.96,43.091
Slovak Republic,General government total expenditure,National currency,,9.561,16.708,20.056,28.978,36.508
Slovak Republic,General government total expenditure,Percent of GDP,,48.368,52.772,39.726,42.496,45.768
Slovak Republic,General government net lending/borrowing,National currency,,-0.687,-3.999,-1.451,-5.139,-2.135
Slovak Republic,General government net lending/borrowing,Percent of GDP,,-3.473,-12.631,-2.874,-7.536,-2.677
Slovak Republic,General government structural balance,National currency,,-0.115,-2.116,-1.16,-4.574,-2.54
Slovak Republic,General government structural balance,Percent of potential GDP,,-0.559,-6.536,-2.29,-6.584,-3.222
Slovak Republic,General government primary net lending/borrowing,National currency,,-0.434,-3.02,-0.882,-4.373,-0.943
Slovak Republic,General government primary net lending/borrowing,Percent of GDP,,-2.198,-9.538,-1.747,-6.413,-1.182
Slovak Republic,General government net debt,National currency,,,14.185,14.591,25.438,37.877
Slovak Republic,General government net debt,Percent of GDP,,,44.803,28.901,37.305,47.484
Slovak Republic,General government gross debt,National currency,,4.268,15.974,17.535,27.929,41.413
Slovak Republic,General government gross debt,Percent of GDP,,21.593,50.452,34.732,40.958,51.918
Slovak Republic,"Gross domestic product corresponding to fiscal year, current prices",National currency,,19.768,31.661,50.486,68.189,79.768
Slovak Republic,Current account balance,U.S. dollars,,0.538,-0.639,-3.579,-4.224,-1.852
Slovak Republic,Current account balance,Percent of GDP,,2.686,-3.083,-7.287,-4.669,-2.092
Slovenia,"Gross domestic product, constant prices",National currency,,22.662,27.817,33.144,36.364,37.123
Slovenia,"Gross domestic product, constant prices",Percent change,,4.1,3.673,3.798,1.344,2.21
Slovenia,"Gross domestic product, current prices",National currency,,10.561,18.853,29.114,36.364,38.853
Slovenia,"Gross domestic product, current prices",U.S. dollars,,21.384,20.393,36.26,48.248,43.112
Slovenia,"Gross domestic product, current prices",Purchasing power parity; international dollars,,26.85,35.803,47.843,57.686,65.283
Slovenia,"Gross domestic product, deflator",Index,,46.601,67.776,87.838,100,104.66
Slovenia,"Gross domestic product per capita, constant prices",National currency,,"11,391.05","13,994.03","16,592.19","17,764.69","17,995.53"
Slovenia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,,"21,497.92","26,410.42","31,313.84","33,526.66","33,962.30"
Slovenia,"Gross domestic product per capita, current prices",National currency,,"5,308.38","9,484.57","14,574.31","17,764.69","18,834.16"
Slovenia,"Gross domestic product per capita, current prices",U.S. dollars,,"10,748.46","10,259.44","18,152.06","23,570.18","20,898.86"
Slovenia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,,"13,495.92","18,011.65","23,950.23","28,180.95","31,646.71"
Slovenia,Output gap in percent of potential GDP,Percent of potential GDP,,1.249,-1.175,-0.453,-1.019,-1.849
Slovenia,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.07,0.071,0.07,0.064,0.059
Slovenia,Implied PPP conversion rate,National currency per current international dollar,,0.393,0.527,0.609,0.63,0.595
Slovenia,Total investment,Percent of GDP,,25.466,28.903,28.461,22.362,19.164
Slovenia,Gross national savings,Percent of GDP,,24.774,25.665,26.66,21.594,22.981
Slovenia,"Inflation, average consumer prices",Index,,42.259,62.798,81.932,94.383,99.998
Slovenia,"Inflation, average consumer prices",Percent change,,13.554,8.934,2.455,1.797,-0.521
Slovenia,"Inflation, end of period consumer prices",Index,,43.95,65.39,82.75,95.19,99.89
Slovenia,"Inflation, end of period consumer prices",Percent change,,9.003,8.929,2.224,1.884,-0.488
Slovenia,Six-month London interbank offered rate (LIBOR),Percent,,,,,,
Slovenia,Volume of imports of goods and services,Percent change,,10.8,6.619,7.337,6.633,4.318
Slovenia,Volume of Imports of goods,Percent change,,13.14,6.72,7.548,7.57,5.144
Slovenia,Volume of exports of goods and services,Percent change,,0.9,12.593,11.366,10.161,4.741
Slovenia,Volume of exports of goods,Percent change,,3,14.141,12.073,11.994,5.321
Slovenia,Unemployment rate,Percent of total labor force,,7,6.742,6.542,7.3,9.025
Slovenia,Employment,Persons,,0.922,0.915,0.93,0.964,0.944
Slovenia,Population,Persons,,1.989,1.988,1.998,2.047,2.063
Slovenia,General government revenue,National currency,,4.618,8.274,13.121,16.21,17.819
Slovenia,General government revenue,Percent of GDP,,43.73,43.889,45.07,44.576,45.863
Slovenia,General government total expenditure,National currency,,5.479,8.962,13.507,18.246,18.925
Slovenia,General government total expenditure,Percent of GDP,,51.877,47.534,46.394,50.176,48.711
Slovenia,General government net lending/borrowing,National currency,,-0.86,-0.687,-0.386,-2.036,-1.106
Slovenia,General government net lending/borrowing,Percent of GDP,,-8.147,-3.645,-1.324,-5.6,-2.847
Slovenia,General government structural balance,National currency,,,-0.589,-0.326,-1.869,-0.771
Slovenia,General government structural balance,Percent of potential GDP,,,-3.086,-1.114,-5.089,-1.947
Slovenia,General government primary net lending/borrowing,National currency,,-0.691,-0.354,-0.007,-1.643,--
Slovenia,General government primary net lending/borrowing,Percent of GDP,,-6.54,-1.876,-0.025,-4.518,--
Slovenia,General government net debt,National currency,,0.708,3.078,5.78,9.708,19.552
Slovenia,General government net debt,Percent of GDP,,6.703,16.328,19.852,26.697,50.325
Slovenia,General government gross debt,National currency,,1.926,4.886,7.686,13.916,32.087
Slovenia,General government gross debt,Percent of GDP,,18.241,25.918,26.399,38.269,82.588
Slovenia,"Gross domestic product corresponding to fiscal year, current prices",National currency,,10.561,18.853,29.114,36.364,38.853
Slovenia,Current account balance,U.S. dollars,,-0.097,-0.564,-0.653,-0.371,1.645
Slovenia,Current account balance,Percent of GDP,,-0.453,-2.766,-1.8,-0.768,3.817
Solomon Islands,"Gross domestic product, constant prices",National currency,4.5,6.654,5.789,6.21,8.017,9.456
Solomon Islands,"Gross domestic product, constant prices",Percent change,2.2,10.089,-14.277,5.526,8.616,1.417
Solomon Islands,"Gross domestic product, current prices",National currency,0.543,1.599,2.137,3.591,6.829,10.345
Solomon Islands,"Gross domestic product, current prices",U.S. dollars,0.215,0.469,0.42,0.477,0.847,1.311
Solomon Islands,"Gross domestic product, current prices",Purchasing power parity; international dollars,0.382,0.637,0.602,0.724,1.027,1.319
Solomon Islands,"Gross domestic product, deflator",Index,12.074,24.03,36.91,57.822,85.174,109.398
Solomon Islands,"Gross domestic product per capita, constant prices",National currency,"14,430.15","18,519.77","14,027.54","13,214.39","15,188.50","15,679.31"
Solomon Islands,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,"2,071.96","2,659.17","2,014.15","1,897.39","2,180.84","2,251.32"
Solomon Islands,"Gross domestic product per capita, current prices",National currency,"1,742.35","4,450.21","5,177.51","7,640.76","12,936.66","17,152.81"
Solomon Islands,"Gross domestic product per capita, current prices",U.S. dollars,689.006,"1,306.62","1,017.41","1,014.73","1,604.15","2,174.31"
Solomon Islands,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,"1,223.61","1,772.56","1,458.55","1,540.92","1,946.44","2,187.46"
Solomon Islands,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,
Solomon Islands,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,0.001,0.002,0.001,0.001,0.001,0.001
Solomon Islands,Implied PPP conversion rate,National currency per current international dollar,1.424,2.511,3.55,4.959,6.646,7.841
Solomon Islands,Total investment,Percent of GDP,7.527,5.226,7.611,9.244,20.589,15.758
Solomon Islands,Gross national savings,Percent of GDP,12.435,-18.078,-7.27,3.193,-5.783,13.068
Solomon Islands,"Inflation, average consumer prices",Index,12.891,22.274,34.893,51.977,78.975,99.008
Solomon Islands,"Inflation, average consumer prices",Percent change,8.7,9.612,6.928,7.53,0.905,-0.569
Solomon Islands,"Inflation, end of period consumer prices",Index,,23.29,35.879,53.5,79.1,100.4
Solomon Islands,"Inflation, end of period consumer prices",Percent change,,10.678,8.136,8.836,0.893,3.505
Solomon Islands,Six-month London interbank offered rate (LIBOR),Percent,,,,,,
Solomon Islands,Volume of imports of goods and services,Percent change,-8.881,-5.891,-26.869,45.952,44.131,6.082
Solomon Islands,Volume of Imports of goods,Percent change,-25.624,1.551,-22.182,53.472,36.45,11.205
Solomon Islands,Volume of exports of goods and services,Percent change,-4.935,14.054,-29.328,9.21,27.814,2.841
Solomon Islands,Volume of exports of goods,Percent change,-6.786,15.243,-42.617,5.996,27.627,2.238
Solomon Islands,Unemployment rate,Percent of total labor force,,,,,,
Solomon Islands,Employment,Persons,,,,,,
Solomon Islands,Population,Persons,0.312,0.359,0.413,0.47,0.528,0.603
Solomon Islands,General government revenue,National currency,0.166,0.446,0.336,1.091,3.526,4.381
Solomon Islands,General government revenue,Percent of GDP,30.618,27.874,15.741,30.399,51.638,42.353
Solomon Islands,General government total expenditure,National currency,0.151,0.366,0.411,1.195,3.248,4.382
Solomon Islands,General government total expenditure,Percent of GDP,27.868,22.9,19.249,33.295,47.565,42.359
Solomon Islands,General government net lending/borrowing,National currency,0.015,0.08,-0.075,-0.104,0.278,-0.001
Solomon Islands,General government net lending/borrowing,Percent of GDP,2.749,4.973,-3.508,-2.896,4.073,-0.006
Solomon Islands,General government structural balance,National currency,,,,,,
Solomon Islands,General government structural balance,Percent of potential GDP,,,,,,
Solomon Islands,General government primary net lending/borrowing,National currency,,,-0.029,-0.078,0.301,0.04
Solomon Islands,General government primary net lending/borrowing,Percent of GDP,,,-1.357,-2.172,4.411,0.383
Solomon Islands,General government net debt,National currency,,,,1.38,0.542,-0.733
Solomon Islands,General government net debt,Percent of GDP,,,,38.443,7.943,-7.089
Solomon Islands,General government gross debt,National currency,,,,1.722,1.567,0.927
Solomon Islands,General government gross debt,Percent of GDP,,,,47.971,22.948,8.964
Solomon Islands,"Gross domestic product corresponding to fiscal year, current prices",National currency,0.543,1.599,2.137,3.591,6.829,10.345
Solomon Islands,Current account balance,U.S. dollars,-0.026,-0.085,-0.031,-0.029,-0.223,-0.035
Solomon Islands,Current account balance,Percent of GDP,-12.182,-18.078,-7.27,-6.051,-26.372,-2.69
Somalia,"Gross domestic product, constant prices",National currency,,,,,,4.122
Somalia,"Gross domestic product, constant prices",Percent change,,,,,,3.46
Somalia,"Gross domestic product, current prices",National currency,,,,,,4.049
Somalia,"Gross domestic product, current prices",U.S. dollars,,,,,,4.049
Somalia,"Gross domestic product, current prices",Purchasing power parity; international dollars,,,,,,11.346
Somalia,"Gross domestic product, deflator",Index,,,,,,98.229
Somalia,"Gross domestic product per capita, constant prices",National currency,,,,,,316.054
Somalia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,,,,,,930.181
Somalia,"Gross domestic product per capita, current prices",National currency,,,,,,310.457
Somalia,"Gross domestic product per capita, current prices",U.S. dollars,,,,,,310.457
Somalia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,,,,,,869.969
Somalia,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,
Somalia,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,,,,,0.01
Somalia,Implied PPP conversion rate,National currency per current international dollar,,,,,,0.357
Somalia,Total investment,Percent of GDP,,,,,,
Somalia,Gross national savings,Percent of GDP,,,,,,
Somalia,"Inflation, average consumer prices",Index,,,,,,
Somalia,"Inflation, average consumer prices",Percent change,,,,,,
Somalia,"Inflation, end of period consumer prices",Index,,,,,,100.292
Somalia,"Inflation, end of period consumer prices",Percent change,,,,,,0.292
Somalia,Six-month London interbank offered rate (LIBOR),Percent,,,,,,
Somalia,Volume of imports of goods and services,Percent change,,,,,,
Somalia,Volume of Imports of goods,Percent change,,,,,,
Somalia,Volume of exports of goods and services,Percent change,,,,,,
Somalia,Volume of exports of goods,Percent change,,,,,,
Somalia,Unemployment rate,Percent of total labor force,,,,,,
Somalia,Employment,Persons,,,,,,
Somalia,Population,Persons,,,,,,13.042
Somalia,General government revenue,National currency,,,,,,0.141
Somalia,General government revenue,Percent of GDP,,,,,,3.487
Somalia,General government total expenditure,National currency,,,,,,
Somalia,General government total expenditure,Percent of GDP,,,,,,
Somalia,General government net lending/borrowing,National currency,,,,,,
Somalia,General government net lending/borrowing,Percent of GDP,,,,,,
Somalia,General government structural balance,National currency,,,,,,
Somalia,General government structural balance,Percent of potential GDP,,,,,,
Somalia,General government primary net lending/borrowing,National currency,,,,,,
Somalia,General government primary net lending/borrowing,Percent of GDP,,,,,,
Somalia,General government net debt,National currency,,,,,,
Somalia,General government net debt,Percent of GDP,,,,,,
Somalia,General government gross debt,National currency,,,,,,
Somalia,General government gross debt,Percent of GDP,,,,,,
Somalia,"Gross domestic product corresponding to fiscal year, current prices",National currency,,,,,,4.049
Somalia,Current account balance,U.S. dollars,,,,,,-0.336
Somalia,Current account balance,Percent of GDP,,,,,,-8.292
South Africa,"Gross domestic product, constant prices",National currency,,"2,463.31","2,826.73","3,411.41","3,973.80","4,420.79"
South Africa,"Gross domestic product, constant prices",Percent change,,3.1,4.2,5.277,3.04,1.322
South Africa,"Gross domestic product, current prices",National currency,,622.901,"1,053.14","1,837.00","3,055.61","4,420.79"
South Africa,"Gross domestic product, current prices",U.S. dollars,,171.736,151.855,288.75,417.315,346.663
South Africa,"Gross domestic product, current prices",Purchasing power parity; international dollars,,306.205,381.724,516.648,661.392,758.901
South Africa,"Gross domestic product, deflator",Index,,25.287,37.256,53.849,76.894,100
South Africa,"Gross domestic product per capita, constant prices",National currency,,"59,457.09","62,956.08","71,278.94","77,418.26","79,787.62"
South Africa,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,,"10,436.33","11,050.50","12,511.38","13,589.00","14,004.89"
South Africa,"Gross domestic product per capita, current prices",National currency,,"15,035.02","23,455.19","38,382.81","59,529.96","79,787.62"
South Africa,"Gross domestic product per capita, current prices",U.S. dollars,,"4,145.21","3,382.07","6,033.22","8,130.19","6,256.67"
South Africa,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,,"7,390.90","8,501.65","10,794.99","12,885.35","13,696.84"
South Africa,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,
South Africa,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.795,0.759,0.757,0.736,0.682
South Africa,Implied PPP conversion rate,National currency per current international dollar,,2.034,2.759,3.556,4.62,5.825
South Africa,Total investment,Percent of GDP,,17.7,15.06,16.832,17.596,18.633
South Africa,Gross national savings,Percent of GDP,,16.248,14.947,14.039,16.246,14.403
South Africa,"Inflation, average consumer prices",Index,16.875,28.783,39.767,50.883,70.708,92
South Africa,"Inflation, average consumer prices",Percent change,14.213,8.753,5.389,3.351,4.264,4.575
South Africa,"Inflation, end of period consumer prices",Index,18,29.4,40.7,51.5,71.796,94.088
South Africa,"Inflation, end of period consumer prices",Percent change,14.65,6.909,6.824,3.622,3.473,5.281
South Africa,Six-month London interbank offered rate (LIBOR),Percent,,,,,,
South Africa,Volume of imports of goods and services,Percent change,-5.836,16.791,5.338,10.879,10.794,5.045
South Africa,Volume of Imports of goods,Percent change,-4.265,19.676,7.733,11.776,9.743,5.574
South Africa,Volume of exports of goods and services,Percent change,-0.434,10.937,8.314,8.567,7.718,3.06
South Africa,Volume of exports of goods,Percent change,-0.72,10.52,8.947,8.802,8.702,3.527
South Africa,Unemployment rate,Percent of total labor force,18.784,16.5,23,24.65,24.875,25.35
South Africa,Employment,Persons,,,,,,
South Africa,Population,Persons,36.79,41.43,44.9,47.86,51.329,55.407
South Africa,General government revenue,National currency,,,223.936,459.938,726.034,"1,140.13"
South Africa,General government revenue,Percent of GDP,,,21.264,25.037,23.761,25.79
South Africa,General government total expenditure,National currency,,,238.498,461.829,864.157,"1,333.49"
South Africa,General government total expenditure,Percent of GDP,,,22.646,25.14,28.281,30.164
South Africa,General government net lending/borrowing,National currency,,,-14.563,-1.891,-138.123,-193.365
South Africa,General government net lending/borrowing,Percent of GDP,,,-1.383,-0.103,-4.52,-4.374
South Africa,General government structural balance,National currency,,,-12.704,-0.584,-113.391,-181.797
South Africa,General government structural balance,Percent of potential GDP,,,-1.21,-0.032,-3.666,-4.112
South Africa,General government primary net lending/borrowing,National currency,,,31.283,47.283,-70.285,-63.661
South Africa,General government primary net lending/borrowing,Percent of GDP,,,2.971,2.574,-2.3,-1.44
South Africa,General government net debt,National currency,,,392.727,470.26,783.567,"1,814.72"
South Africa,General government net debt,Percent of GDP,,,37.291,25.599,25.644,41.05
South Africa,General government gross debt,National currency,,,399.445,544.434,952.904,"1,998.00"
South Africa,General government gross debt,Percent of GDP,,,37.929,29.637,31.185,45.195
South Africa,"Gross domestic product corresponding to fiscal year, current prices",National currency,,622.901,"1,053.14","1,837.00","3,055.61","4,420.79"
South Africa,Current account balance,U.S. dollars,1.545,-2.494,-0.172,-8.063,-5.633,-14.664
South Africa,Current account balance,Percent of GDP,1.22,-1.452,-0.113,-2.792,-1.35,-4.23
South Sudan,"Gross domestic product, constant prices",National currency,,,,,,20.544
South Sudan,"Gross domestic product, constant prices",Percent change,,,,,,-0.173
South Sudan,"Gross domestic product, current prices",National currency,,,,,,52.876
South Sudan,"Gross domestic product, current prices",U.S. dollars,,,,,,14.801
South Sudan,"Gross domestic product, current prices",Purchasing power parity; international dollars,,,,,,16.179
South Sudan,"Gross domestic product, deflator",Index,,,,,,257.375
South Sudan,"Gross domestic product per capita, constant prices",National currency,,,,,,"1,729.02"
South Sudan,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,,,,,,"1,154.53"
South Sudan,"Gross domestic product per capita, current prices",National currency,,,,,,"4,450.06"
South Sudan,"Gross domestic product per capita, current prices",U.S. dollars,,,,,,"1,245.68"
South Sudan,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,,,,,,"1,361.59"
South Sudan,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,
South Sudan,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,,,,,0.015
South Sudan,Implied PPP conversion rate,National currency per current international dollar,,,,,,3.268
South Sudan,Total investment,Percent of GDP,,,,,,12.299
South Sudan,Gross national savings,Percent of GDP,,,,,,13.962
South Sudan,"Inflation, average consumer prices",Index,,,,,,246.786
South Sudan,"Inflation, average consumer prices",Percent change,,,,,,52.813
South Sudan,"Inflation, end of period consumer prices",Index,,,,,,356.777
South Sudan,"Inflation, end of period consumer prices",Percent change,,,,,,109.856
South Sudan,Six-month London interbank offered rate (LIBOR),Percent,,,,,,
South Sudan,Volume of imports of goods and services,Percent change,,,,,,
South Sudan,Volume of Imports of goods,Percent change,,,,,,
South Sudan,Volume of exports of goods and services,Percent change,,,,,,
South Sudan,Volume of exports of goods,Percent change,,,,,,
South Sudan,Unemployment rate,Percent of total labor force,,,,,,
South Sudan,Employment,Persons,,,,,,
South Sudan,Population,Persons,,,,,,11.882
South Sudan,General government revenue,National currency,,,,,,9.362
South Sudan,General government revenue,Percent of GDP,,,,,,17.705
South Sudan,General government total expenditure,National currency,,,,,,18.378
South Sudan,General government total expenditure,Percent of GDP,,,,,,34.757
South Sudan,General government net lending/borrowing,National currency,,,,,,-9.016
South Sudan,General government net lending/borrowing,Percent of GDP,,,,,,-17.052
South Sudan,General government structural balance,National currency,,,,,,
South Sudan,General government structural balance,Percent of potential GDP,,,,,,
South Sudan,General government primary net lending/borrowing,National currency,,,,,,-8.62
South Sudan,General government primary net lending/borrowing,Percent of GDP,,,,,,-16.302
South Sudan,General government net debt,National currency,,,,,,
South Sudan,General government net debt,Percent of GDP,,,,,,
South Sudan,General government gross debt,National currency,,,,,,31.341
South Sudan,General government gross debt,Percent of GDP,,,,,,59.272
South Sudan,"Gross domestic product corresponding to fiscal year, current prices",National currency,,,,,,52.876
South Sudan,Current account balance,U.S. dollars,,,,,,0.246
South Sudan,Current account balance,Percent of GDP,,,,,,1.662
Spain,"Gross domestic product, constant prices",National currency,658.295,715.737,875.273,"1,028.72","1,078.99","1,077.59"
Spain,"Gross domestic product, constant prices",Percent change,3.847,4.122,5.053,3.656,0.168,3.837
Spain,"Gross domestic product, current prices",National currency,326.919,459.685,647.851,927.357,"1,072.71","1,077.59"
Spain,"Gross domestic product, current prices",U.S. dollars,535.652,613.946,598.628,"1,154.35","1,423.27","1,195.72"
Spain,"Gross domestic product, current prices",Purchasing power parity; international dollars,593.93,728.891,968.334,"1,276.36","1,471.25","1,621.51"
Spain,"Gross domestic product, deflator",Index,49.662,64.225,74.017,90.147,99.418,100
Spain,"Gross domestic product per capita, constant prices",National currency,"16,828.93","18,041.42","21,582.70","23,560.68","23,172.95","23,218.84"
Spain,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,"27,142.71","29,098.30","34,809.88","38,000.09","37,374.73","37,448.75"
Spain,"Gross domestic product per capita, current prices",National currency,"8,357.51","11,587.17","15,974.87","21,239.16","23,038.05","23,218.84"
Spain,"Gross domestic product per capita, current prices",U.S. dollars,"13,693.64","15,475.61","14,761.11","26,438.03","30,566.88","25,764.22"
Spain,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,"15,183.47","18,373.01","23,877.43","29,232.42","31,597.32","34,938.58"
Spain,Output gap in percent of potential GDP,Percent of potential GDP,2.505,-2.279,0.493,2.899,-2.937,-4.783
Spain,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,2.156,1.893,1.924,1.871,1.638,1.456
Spain,Implied PPP conversion rate,National currency per current international dollar,0.55,0.631,0.669,0.727,0.729,0.665
Spain,Total investment,Percent of GDP,25.683,21.978,26.64,29.387,22.303,18.996
Spain,Gross national savings,Percent of GDP,21.552,21.004,22.33,22.133,18.648,21.022
Spain,"Inflation, average consumer prices",Index,48.299,62.837,71.402,83.694,94.077,100.203
Spain,"Inflation, average consumer prices",Percent change,6.722,4.674,3.484,3.368,1.8,-0.5
Spain,"Inflation, end of period consumer prices",Index,50.221,63.767,72.692,85.341,96.148,100.472
Spain,"Inflation, end of period consumer prices",Percent change,6.542,4.32,4.007,3.735,2.988,0.017
Spain,Six-month London interbank offered rate (LIBOR),Percent,,,,,,
Spain,Volume of imports of goods and services,Percent change,9.624,11.275,10.822,6.963,6.2,5.078
Spain,Volume of Imports of goods,Percent change,9.043,13.227,10.268,6.758,8.195,5.075
Spain,Volume of exports of goods and services,Percent change,4.694,8.31,10.244,1.89,9.064,4.316
Spain,Volume of exports of goods,Percent change,10.437,9.519,10.126,0.088,11.753,3.91
Spain,Unemployment rate,Percent of total labor force,16.238,22.9,13.857,9.153,19.858,22.058
Spain,Employment,Persons,13.394,12.936,15.645,19.207,18.724,17.866
Spain,Population,Persons,39.117,39.672,40.554,43.663,46.562,46.41
Spain,General government revenue,National currency,121.694,171.852,245.833,368.278,391.622,417.176
Spain,General government revenue,Percent of GDP,38.263,38.428,37.946,39.713,36.508,38.714
Spain,General government total expenditure,National currency,134.46,203.119,253.353,356.857,493.815,472.962
Spain,General government total expenditure,Percent of GDP,42.277,45.42,39.107,38.481,46.034,43.891
Spain,General government net lending/borrowing,National currency,-12.767,-31.267,-7.52,11.421,-102.193,-55.786
Spain,General government net lending/borrowing,Percent of GDP,-4.014,-6.992,-1.161,1.232,-9.527,-5.177
Spain,General government structural balance,National currency,-19.679,-17.938,-9.244,-3.095,-85.953,-24.16
Spain,General government structural balance,Percent of potential GDP,,-3.667,-1.434,-0.343,-7.777,-2.135
Spain,General government primary net lending/borrowing,National currency,-3.533,-10.968,10.662,25.204,-85.819,-27.639
Spain,General government primary net lending/borrowing,Percent of GDP,-1.111,-2.453,1.646,2.718,-8,-2.565
Spain,General government net debt,National currency,93.36,246.779,306.164,295.118,493.357,915.222
